common_voice_bn_34921217,"এছাড়াও, নিচেরসারিতে কার্যকরী ব্যাটিংশৈলী উপস্থাপন করেছেন তিনি।",এছাড়াও নিচের সারিতে কার্যকরী ব্যাটিং শৈদে উপস্থাপন করেছেন তিনি,,common_voice_bn_30999824,বই বাসায় নিয়ে পড়ার ব্যবস্থা রয়েছে।,বই বাসায় নিয়ে পড়ার ব্যবস্থা রয়েছে
common_voice_bn_31498188,অপর পাশে রয়েছে গ্রন্থাগার ও গবেষণাগার।,া অপরপাশে রয়েছে গ্রন্ধাগার ও গবেষণাগর,,common_voice_bn_31057726,দুইটি জেলা দুই অংশে বিভক্ত হওয়া সত্ত্বেও সেগুলো আলাদা দুটি বিভাগে সমাপ্ত হয়েছে।,দুইটি জেলা দুটি অংুশে বৃহত্ত হওয়া সত্ত্বেও সেখানে আলাদা যদি বিভাগে সমাপ্ত নিয়েছে
common_voice_bn_31674178,মূলতঃ ফুল-ফরোয়ার্ড হিসেবে অংশ নিয়েছিলেন তিনি।,মূলত ফুল ফরোয়ার্ড হিসেবে অংশ নিয়েছিলেন তিনি,,common_voice_bn_31615601,জনপদের কাছাকাছি থাকতে ভালবাসে।,জনবোধের কাছাকাছি থাকতো ভালোবাসি
common_voice_bn_30997543,"বাবা আবদুর রাশেদ, মা সৈয়দা ফখরুননেছা।",বাবা আব্দুর রাশেদ মাসৈয়দা ফখরুন নেছা,,common_voice_bn_31529317,আলো একধরনের তড়িৎচুম্বকীয় বল।,আলো একধরনের তড়িৎ চৌম্বকীয় বল
common_voice_bn_31553502,এছাড়াও দুইটি অর্ধ-শতকের ইনিংস ছিল তার।,এছাড়াও দ্বিতীয় অধ্য শতকের ইনিংস ছিল তার,,common_voice_bn_31638882,দক্ষিণ আফ্রিকার ঘরোয়া আসরে ওয়েস্টার্ন কেপ প্রদেশের প্রতিনিধিত্বকারী প্রথম-শ্রেণীর ক্রিকেট দল এটি।,দক্ষিণ আফ্রিকার গর আসরে ওয়েস্টার্নকেপ প্রদেশের কনিরুক্তকারী প্রথম শ্রেণি ক্রিকেটার দল এটি
common_voice_bn_30999224,তিনি কৃষক লীগের সিনিয়র সহসভাপতি ছিলেন।,তিনি কৃষকলীগের সিনিয়র সসভাপতি ছিলেন,,common_voice_bn_31510730,এটি খ্রিস্টীয় বর্ষের সবচেয়ে গুরুত্বপূর্ণ ধর্মীয় উৎসব।,এটি কৃষ্টীয় হর্ষের সবচেয়ে গুরুত্বপূর্ণ ধর্মীয় উৎসব
common_voice_bn_36022273,আর কী জানতে চাও পুনামের সম্পর্কে?,এখন কি জানতে চাওপুনামের সং পার্কে,,common_voice_bn_31605992,বিচিত্র বিষয় এবং আঙ্গিকে নিত্য ও আমৃত্যু ক্রিয়াশীল লেখকের নাম সমরেশ বসু।,বিচিত্র বিষয়ে এবং আমিকে মৃত্যুবণ আমৃত্য ক্রিয়াশী লেখকের নাম সমালেশ বসু
common_voice_bn_31006741,উত্তর সুদান প্রাচীন যুগে নুবিয়া ছিল।,উত্তরসুদান প্রাচীন যুগের নুবিয়া ছিল,,common_voice_bn_31526272,হাসপাতালটি ঢাকার তেজগাঁও-এ অবস্থিত।,হাসপাতালটি ঢাকা নেজ গাঙমে অবস্থিত
common_voice_bn_31606751,বর্তমান এটি গ্রাস গণের অন্তর্ভুক্ত।,বর্তমান একটি গ্রাসগণের অন্তর্ভুক্ত,,common_voice_bn_31598903,এসময় এটি দ্বি-সাপ্তাহিকে পরিবর্তিত হয়েছিল।,এ সময় এটি দি সাপ্তাহিককে পরিবর্তিত হয়েছিল
common_voice_bn_31508813,"তবে, ইনিংসটিতে কোন বাউন্ডারি মারেননি।",তবে ইনিংসিতে কোনো বাউন্ডারি মারেননি,,common_voice_bn_31522525,পরিশেষে 'স্ট্রিং তত্ত্ব' নামের একটি একক ব্যাখ্যা প্রদানকারী কাঠামো প্রকাশিত হল যাকে বলা চলে মহাবিশ্বের চূড়ান্ত তত্ত্ব।,পরিশেষে শ্রিংতত্ত্ব নামের একটি একক ব্যাখ্যা প্রদানির কাুমার পরিসিত হলো যাকে বলা চলে মহাবিশ্বে চূড়ান্দ্র তত্ব
common_voice_bn_35435376,অগ্রহায়ণের শেষাশেষি আমরা হাসিমপুরে গেলাম।,অগ্রহণে শেষশেসি আমরা হাশিমপুরে গেলাম,,common_voice_bn_31513956,"চলচ্চিত্রটিতে আরো ছিলেন রাকেশ রোশন, ইফতেখার, অরুণা ইরানি এবং দেব কুমার।",চলচ্চিত্রটিতে আরও ছিলেন ড্রাকের শোষণ কতেকার পরুনা ইরানি এবং দীব কুমার
common_voice_bn_30677294,এরা খুব সম্ভবত কেঁচো ও লার্ভা খেয়ে জীবন ধারণ করে।,এ রকম সম্ভবগত কিছুও নারুনাখে জীবন ধারণ করেন,,common_voice_bn_31546796,এরপর থেকেই উক্ত বাড়িটি পরিত্যাক্ত হয়ে পড়ে।,এরপর থেকে উক্ত বাড়িটে পরিত্যক্ত হয়ে পড়ে
common_voice_bn_31564001,"প্রধান কৃষিফসল ধান, গম, আলু, পাট, কলা, পান, সরিষা, ডাল।",প্রধান কৃষিফসল ধান গম আলু পাট কলা পান সরিষা ডাল,,common_voice_bn_31540351,আর এই সব কিছুই জাতিসংঘ ঘোষিত আদিবাসী অধিকার ও স্বার্থ পরিপন্থী।,আর এসবকিছুই জাতিসংঘক ওষুদে আদিবাসী অধিকার ও তার স্বার্থ পরিপন্থী
common_voice_bn_31635792,"তিনি সাঁওতালি সাহিত্য সাময়িকী ""চাই চম্পা"" র প্রতিষ্ঠাতা সম্পাদক।",তিনি সাঁওত আলী সাহিত্য সাময়িকী চাইচম্পার প্রতিষ্ঠাতা সম্পাদক,,common_voice_bn_31692382,মদীনায় তিনি হযরত আবদুল্লাহ্ ইবন সালামা আল-আজলানীর অতিথি হন।,মরিনায় তিনি হযরত আব্দুল্রাহ এবং সালামা আআজলানির অতিথি হন
common_voice_bn_31651171,"এর মধ্যে রয়েছে মধ্যপ্রাচ্যের, দক্ষিণ-পূর্ব সিরিয়ার কিছু অংশ সহ উত্তর-পূর্ব জর্দান, উত্তর সৌদি আরব এবং পশ্চিম ইরাক।",এর মধ্যে রয়েছে মধ্তে পাচ্ছি দক্ষিণ পূর্ব সিরিয়া কিছু অংশসহ উত্তরপূর্ব জরদান উত্তর সৌদি আরব উপশ্চিম ইরাক,,common_voice_bn_31629693,ভারে পুরুষ সতী হওয়া এটিই প্ৰথম ঘটনা।,ভারে পুরুষ্রূতি হওয়া এটিই প্রথম ঘটনা
common_voice_bn_31564375,"তিনি জানান,খনন কাজে উন্মোচিত অংশ দেখ ধারণা করা যায়,মন্দিরটি পুনরায় ব্যবহৃত হয়েছিল।",তিনি জানান খনন কাজে উন্মর্জিত অংশ দেখো ধারণা করার যায় মন্দিতটি পুনরায় ব্যবহৃত হয়েছিল,,common_voice_bn_31536990,জাতীয় পশু রয়েল বেঙ্গল টাইগার এ পুরস্কারের প্রতীক।,জাতীয় পশু রয়্যাল বেঙ্গল টাইগার এ পুরস্কারের খূব প্রতীক
common_voice_bn_31615601,জনপদের কাছাকাছি থাকতে ভালবাসে।,জনবোধের কাছাকাছি থাকতো ভালোবাসি,,common_voice_bn_31707228,উদাহরণ স্বরূপ জ্যকব বিগ্লো’র কথা বলা যায়।,উদাহরণস্বরূপ যেএকব বিক্লোর কথা বলা যায়
common_voice_bn_30995416,"অন্নপূর্ণা গোস্বামী প্রথমে ""অনামিকা"" ছদ্মনামে লেখা শুরু করেন।",অন্যপূর্ণ গোষমী প্রথমে অনামিকা ছৌদ্ন নামে লেখা শুরু করেন,,common_voice_bn_31573531,তিনি তেহরান বিশ্ববিদ্যালয়ের সেন্টার ফর স্ট্র্যাটেজিক রিসার্চ এবং উইমেন স্টাডিজ সেন্টারের ফরেন পলিসি রিসার্চ ডিপার্টমেন্টের গবেষক ছিলেন।,তন ইতেহারার বিশ্ববিদ্যালয়ের সেন্টার ফর স্ট্রযাটেজিক মিসার্জ অ্যন্ড উইম্ান স্টাডি সেন্টারের ফরেন পলিসি রিচার্জ ডেভেলপমেন্টের গবেষণ ছিলেন
common_voice_bn_31021512,"এছাড়াও, ডানহাতে নিচেরসারিতে ব্যাটিং করে থাকেন আন্না প্যাটারসন।",এছাড়াও ডান হাতে নিচের সারিতে ব্যাটিং করে থাকেন আন্না পেটারসন,,common_voice_bn_31691371,এরপর হ্যাক করেন এফবিআই-এর ডাটাবেজ।,এরপর হ্যাক করেন এফিআইয়ের ডেটা পেজ
common_voice_bn_31529317,আলো একধরনের তড়িৎচুম্বকীয় বল।,আলো একধরনের তড়িৎ চৌম্বকীয় বল,,common_voice_bn_31498188,অপর পাশে রয়েছে গ্রন্থাগার ও গবেষণাগার।,া অপরপাশে রয়েছে গ্রন্ধাগার ও গবেষণাগর
common_voice_bn_31527194,তিনি হারুন এর বংশধর।,তিনি হারুনের বংশাধর,,common_voice_bn_31511140,এটি কুয়াংচৌ পৌর সরকার কর্তৃক অনুমোদিত।,এটি কংচ ও পৌরসরকার কর্তৃক অনুমোদিত
common_voice_bn_31628161,তারা দুজনেই আশকেনাজি ইহুদি।,তারা দুজনেই আশকে নাজি ইহদি,,common_voice_bn_31641638,পুরুষ পাখির মাথা ব্যাক ব্রাশ ধাতব-সবুজ।,পুরুষ পাখির মাথা ব্যাগ ডান ভাতব সবুজ
common_voice_bn_30996502,ব্যাংকটি বাংলাদেশেও কার্যক্রম চালায়।,ব্যাংকটি বাংলাদেশ ও কার্যক্রম চালায়,,common_voice_bn_30677292,তিনি শিক্ষকতা পেশা নিয়ে কর্মজীবন শুরু করেন।,তিনি শিক্ষামতা পেছানে কর্মজীমন শুরু করেন
common_voice_bn_31252371,ঘরোয়া প্রথম-শ্রেণীর ইংরেজ কাউন্টি ক্রিকেটে ওয়ারউইকশায়ারের প্রতিনিধিত্ব করেছেন।,ঘরোয়া প্রথম শ্রেণির ইংরেজ কাউন্টি ক্রিকেটে ওয়ারউইক শায়ারের প্রতিনিধিত্ব করেছেন,,common_voice_bn_31644333,বইটিতে সাতটি অনূদিত ছড়া ও একটি গল্প রয়েছে।,বইটিতে ছাত্রী অনূদিত ছড়া ও একটি গল্প রয়েছে
common_voice_bn_31529319,এটি আল-আশারা অঞ্চলে অবস্থিত।,এটি আল আশারা অঞ্চলে অবস্থিত,,common_voice_bn_31527194,তিনি হারুন এর বংশধর।,তিনি হারুনের বংশাধর
common_voice_bn_35521943,"কিছুই আসে যায় না, তবু সুচরিতা অত্যন্ত পীড়া বোধ করিতে লাগিল।",কিছুই আসা জানা তবু সুচুরিতা অত্যন্ত পীরাবোধ গড়িতে লাগিল,,common_voice_bn_31001392,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন মো: মামুন।,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন মোহাম্মদ মামুন
common_voice_bn_31534284,বিদ্যালয়ে অধ্যয়নকালীন তিনি সক্রিয় ও গল্পপ্রিয় ছিলেন।,বিদ্যালয়ে অধ্যয়নকালীন তিনি সক্রিয় ও গল্পপ্রিয় ছিলেন,,common_voice_bn_31651171,"এর মধ্যে রয়েছে মধ্যপ্রাচ্যের, দক্ষিণ-পূর্ব সিরিয়ার কিছু অংশ সহ উত্তর-পূর্ব জর্দান, উত্তর সৌদি আরব এবং পশ্চিম ইরাক।",এর মধ্যে রয়েছে মধ্তে পাচ্ছি দক্ষিণ পূর্ব সিরিয়া কিছু অংশসহ উত্তরপূর্ব জরদান উত্তর সৌদি আরব উপশ্চিম ইরাক
common_voice_bn_31509739,সাধারণ ব্রাহ্মসমাজ কর্তৃক প্রকাশিত আধ্যাত্মিক সংগীত সংগ্রহ।,সাধারণ ভ্রাহ্মণ সমাজ কর্তৃক প্রকাশিত আধ্যানিক সঙ্গীত সংগ্রহ,,common_voice_bn_30995416,"অন্নপূর্ণা গোস্বামী প্রথমে ""অনামিকা"" ছদ্মনামে লেখা শুরু করেন।",অন্যপূর্ণ গোষমী প্রথমে অনামিকা ছৌদ্ন নামে লেখা শুরু করেন
common_voice_bn_31522273,দলে তিনি মূলতঃ ডানহাতি মাঝারিসারির ব্যাটসম্যান ছিলেন।,দলে তিনি মূলত টানহাতি মাঝারি শারির ব্যাটসম্যান ছিলেন,,common_voice_bn_31641951,"এছাড়াও, ডানহাতে নিচেরসারিতে ব্যাটিংয়ের পাশাপাশি ডানহাতে ফাস্ট-মিডিয়াম বোলিংয়ে পারদর্শী ছিলেন তিনি।",এছাড়াও দান হাতে নিজ সারিতে ব্যাটিংয়ে পাশাপাশি ডানাতে ফার্স্ট মিডিয়াম বোলিংয়ে পারদর্শী ছিলেন তিনি
common_voice_bn_31537162,এক পর্যায়ে প্রথম-শ্রেণীর ক্রিকেটকে বিদেয় জানান তিনি।,একপর্যায়ে প্রথম শ্রেণির ক্রিকেটকে বিদায় জানান তিনি,,common_voice_bn_31688896,"ইহুদীদের মৌলিক ভাষা হল হিব্রু, যদিও ব্যাবিলনীয় নির্বাসনের পশ্চাৎ ভাষাই হয়ে দাঁড়ায় তাদের চলিত ভাষা।",ইহুদ্দূদের মৌলিক ভাষা হলো হিব্রু যদিও ব্যাবলীয়ন নির্বাসনের পশ্চাক ভাষায় হয়ে দাঁড়ায় তাতে চলিত ভাষা
common_voice_bn_31686579,"এছাড়াও, লিস্ট-এ ক্রিকেটের যে-কোন জুটিতে এটি সর্বোচ্চ।",এছাড়াও লিস্টে ক্রিকেটের যে কোনো জুটিতে এটি সর্বোচ্চ,,common_voice_bn_30994838,"কোয়ান্টাম বলবিজ্ঞান অনুযায়ী, আলো হলো ফোটনের ধারা।",ওয়ান্টাম বলবিজ্ঞান অনুযায়ী আলো হলো ফটুনের ধারা
common_voice_bn_31629693,ভারে পুরুষ সতী হওয়া এটিই প্ৰথম ঘটনা।,ভারে পুরুষ্রূতি হওয়া এটিই প্রথম ঘটনা,,common_voice_bn_31692289,"এখানকার প্রধান কৃষি ফসল ধান, পাট, সরিষা, তুলা।",এখানকার প্রধান পিসু ফসল ধান পাঠ সরিষা তুলা
common_voice_bn_31707228,উদাহরণ স্বরূপ জ্যকব বিগ্লো’র কথা বলা যায়।,উদাহরণস্বরূপ যেএকব বিক্লোর কথা বলা যায়,,common_voice_bn_32064964,কিন্তু পরের বছর ওভালের পিচে ভয়ঙ্কর হয়ে উঠেন।,কিন্তু পরের বছর ওভালের পিচে ভয়ংকর হয়ে ওঠে
common_voice_bn_31510730,এটি খ্রিস্টীয় বর্ষের সবচেয়ে গুরুত্বপূর্ণ ধর্মীয় উৎসব।,এটি কৃষ্টীয় হর্ষের সবচেয়ে গুরুত্বপূর্ণ ধর্মীয় উৎসব,,common_voice_bn_31173878,তার বাবার নাম কং হি ও মায়ের নাম হান ঝেঙ।,তার বাবার নাম কংহি ও মায়ের নাম হানজ্যাং
common_voice_bn_30677292,তিনি শিক্ষকতা পেশা নিয়ে কর্মজীবন শুরু করেন।,তিনি শিক্ষামতা পেছানে কর্মজীমন শুরু করেন,,common_voice_bn_35310227,এই মিষ্টি বনরুটি গুলো ভালো হবে?,এই মিষ্টি বন্দ্রটিগুলো ভালো হবে
common_voice_bn_30992807,ছেলেদের শুক্রাণু তৈরির প্রক্রিয়া সারাজীবন চলতে থাকে।,ছেলেদের শুক্রাণো তৈরির প্রক্রিয়া সাড়া জীবন চলতে থাকে,,common_voice_bn_31636996,এই এলাকার উপর দিয়ে বয়ে চলছে পুরাতন ব্রহ্মপুত্র নদ।,এই এলাকার উপর দিয়ে বয়ে চলছে পুরাতন বম্ব পুত্র নদ
common_voice_bn_31515422,"ককেশাস পর্বতমালার দক্ষিণে আছে আর্মেনীয় মালভূমি, যা দক্ষিণ-পশ্চিমে আরাস নদীর দিকে ঢালু হয়ে গেছে।",ককেশাজ পর্বতমালার দক্ষিণে আছে আর্মেনী ও মালভূমি যা দক্ষিণ পশ্চিমে আরাশ নদীর দিকে ঢালো হয়ে গেছে,,common_voice_bn_35075232,তিনি তার প্রথম বড়সড় লেখনী ঐতিহাসিক বিয়োগান্ত আইরিন লেখা শুরু করেন।,তিনি তার প্রথম বড়ষড় লেখনী ঐতিহাসিক বিয়ঘাত আয়রিন লেখা শুরু করেন
common_voice_bn_31562918,এছাড়া ত্রিভুবন বিমানবন্দরে ‘যান্ত্রিক অবতরন ব্যবস্থা’ নেই।,এছাড়া ত্রিভুবন বিমানবন্দরে যান্ত্রিক অবতর ব্যবস্থা নেই,,common_voice_bn_35390267,তােমাকে জানি না?,তোমাকে জানি না
common_voice_bn_31546796,এরপর থেকেই উক্ত বাড়িটি পরিত্যাক্ত হয়ে পড়ে।,এরপর থেকে উক্ত বাড়িটে পরিত্যক্ত হয়ে পড়ে,,common_voice_bn_30998404,পরিবার তাদের অবদানের স্বীকৃতি স্বরূপ এই স্টেশনটি জমি দেওয়ার শর্তে রাজি হয়েছিল।,পরিবার তাদের অবদালে স্বীকৃতিস্বরূপ এই স্টেশনটি জমি দেওয়া সত্যিহে রাজী হয়েছিল
common_voice_bn_31573531,তিনি তেহরান বিশ্ববিদ্যালয়ের সেন্টার ফর স্ট্র্যাটেজিক রিসার্চ এবং উইমেন স্টাডিজ সেন্টারের ফরেন পলিসি রিসার্চ ডিপার্টমেন্টের গবেষক ছিলেন।,তন ইতেহারার বিশ্ববিদ্যালয়ের সেন্টার ফর স্ট্রযাটেজিক মিসার্জ অ্যন্ড উইম্ান স্টাডি সেন্টারের ফরেন পলিসি রিচার্জ ডেভেলপমেন্টের গবেষণ ছিলেন,,common_voice_bn_35521943,"কিছুই আসে যায় না, তবু সুচরিতা অত্যন্ত পীড়া বোধ করিতে লাগিল।",কিছুই আসা জানা তবু সুচুরিতা অত্যন্ত পীরাবোধ গড়িতে লাগিল
common_voice_bn_31550900,মূল বামিয়ান উপত্যকাটি এই সমপ্রায় উচ্চভূমির উত্তরদিকে মুখ করে অবস্থিত।,মূল বামিয়ানুপত্যকাটি এই উচমপ্রায় উচ্চহুমের উত্তর দিকে মুখ করে অবস্থিত,,common_voice_bn_31648409,এটি গাজীপুর চৌরাস্তা থেকে উত্তরে ঢাকা-ময়মনসিংহ মহাসড়কের ঠিক পূর্ব দিকে অবস্থিত।,এটি গাজীফুর চৌরাস্তা থেকে উত্তরে ঢাকা ময়মনসিংহম সড়কের ঠিক ফুরব থেকে অবস্থিত
common_voice_bn_31543061,তিনি বর্তমানে বাংলাদেশ জাতীয় দলের টি-টোয়েন্টি অধিনায়কের দায়িত্ব পালন করছেন।,তিনি বর্তমানে বাংলাদেশ জাতীয় দলে টি টোয়েন্টি অভিম্যা্কেট ডায়িট্র পালন করছে,,common_voice_bn_30997543,"বাবা আবদুর রাশেদ, মা সৈয়দা ফখরুননেছা।",বাবা আব্দুর রাশেদ মাসৈয়দা ফখরুন নেছা
common_voice_bn_31672564,এছাড়াও সেখানে থাকাকালীন তিনি গ্লাসগো বিশ্ববিদ্যালয়ে ইঞ্জিনিয়ারিং অধ্যয়নের জন্য দুটি ছয়-মাসিক পিরিয়ড কাটিয়েছিলেন।,এছাড়াও সেখানে থাকাকালীন তিনি গ্লাসগো বিশ্ববিদ্যালয় ইঞ্জিনিয়ারিং অধ্যয়নের জন্য দুইটি ছয় মাসে পিরিয়ড কাটিয়েছিলেন,,common_voice_bn_31152686,রায় পরিবার সেখানে অতিথি হয়ে রয়েছেন।,রায় পরিবার সেখানে অতিথি হয়ে রয়েছেন
common_voice_bn_30994760,স্বদেশী ইউনিয়নে যোগাযোগের অনেকগুলো সড়ক রয়েছে তার মধ্য প্রধান সড়ক হচ্ছে ফুলপুর-হালুয়াঘাট মহাসড়ক।,স্বদেশি ইউনিয়নে যোগাযোগের অনেকগুলো সড়ক রয়েছে তার মধ্যে প্রধান সড়ক হচ্ছে ফুলপুর হালোয়াঘাট মহাসড়ক,,common_voice_bn_31550900,মূল বামিয়ান উপত্যকাটি এই সমপ্রায় উচ্চভূমির উত্তরদিকে মুখ করে অবস্থিত।,মূল বামিয়ানুপত্যকাটি এই উচমপ্রায় উচ্চহুমের উত্তর দিকে মুখ করে অবস্থিত
common_voice_bn_31599978,"কিন্তু এরা সংকর, তাই প্রজননে অক্ষম।",কিন্তু এটা শংকর তাই প্রজনণী অক্ষম,,common_voice_bn_31549357,রেকর্ডটি গিনেস দ্বারা নিবন্ধিত হয়েছিল এবং প্রশংসাপত্র চলচ্চিত্রের অভিনেতাদের দেওয়া হয়েছিল।,রেকর্ডটি গ্রিনেজ দ্বারা নিবঞ্ধিত হয়েছিল এবং পশাংসপত্র চলচ্চিত্রের অভিরেতাদের দেয়া হয়েছিল
common_voice_bn_30999824,বই বাসায় নিয়ে পড়ার ব্যবস্থা রয়েছে।,বই বাসায় নিয়ে পড়ার ব্যবস্থা রয়েছে,,common_voice_bn_31587651,তার পিতা কুল নারায়ণ এবং মায়ের নাম হীরা মায়া শ্রেষ্ঠ।,তার পিতা কুল নারায়ণ এবং মায়ের নাম ফিরামায়া শ্রেষ্ঠ
common_voice_bn_31511140,এটি কুয়াংচৌ পৌর সরকার কর্তৃক অনুমোদিত।,এটি কংচ ও পৌরসরকার কর্তৃক অনুমোদিত,,common_voice_bn_31705422,তিনিও জাতীয়তাবাদী কার্যকলাপে যুক্ত হন।,সনীয় জাতীয়তাবাদী কার্যকলাপে যুক্ত হন
common_voice_bn_31515451,তিনি তাঁর পিতা-মাতার জ্যেষ্ঠ কন্যা ছিলেন।,তিনি তার পিতা মাতার জ্যেষ্ঠ কন্যা ছিলেন,,common_voice_bn_30727915,সে দ্রুত ঘুমিয়ে পড়তে পারে।,সে দ্রুত ঘুমিয়ে পড়তে পারে
common_voice_bn_31604574,এদের সাথে মাইক্রোপ্রসেসর-নির্ভর নিয়ন্ত্রণ ব্যবস্থা রয়েছে।,এদের সাথে মাইক্রোপ্রসেসর নির্ভর নিয়ন্ত্রণ ব্যবস্থা রয়েছে,,common_voice_bn_31580527,অনেকে ধারণা করেন এর উপরেও মঠের অভ্যন্তরে শূন্য/ফাপা আছে।,অনেকে ধারণা করেন এর উপরেও মর্থযের অভ্যন্তরে শূন্য বা ফাঁপা আছে
common_voice_bn_31605992,বিচিত্র বিষয় এবং আঙ্গিকে নিত্য ও আমৃত্যু ক্রিয়াশীল লেখকের নাম সমরেশ বসু।,বিচিত্র বিষয়ে এবং আমিকে মৃত্যুবণ আমৃত্য ক্রিয়াশী লেখকের নাম সমালেশ বসু,,common_voice_bn_31617703,বর্তমানে ফাতিমা ইয়াসমিন চেয়ারপারসন এবং আব্দুল বাকী এই সংস্থার ব্যবস্থাপনা পরিচালক।,বর্তমানে ফাতিমা ইয়াসমিনের চেয়ারপারসন এবং আব্দুল বাকী এই সমস্থার ব্যবস্থাপনা ঘটে যাবে
